1504732470697,107,74
1504732490695,109,56,80,69
1504732510692,101,45,86,102
1504732530693,93,61,97,134
1504732550692,108,71,128,170
1504732570691,95,84,151,176
1504732590691,110,68,153,198
1504732610690,119,65,155,211
1504732630688,101,48,184,226
1504732650689,111,48,191,231
1504732670688,89,50,175,0
1504732690688,93,54,183,0
1504732710688,101,65,209,0
1504732730686,89,73,217,0
1504732750685,66,73,229,0
1504732770686,86,59,234,0
1504732790683,73,71,0,0
1504732810685,103,109,0,0
1504732830683,135,137,0,0
1504732850683,166,163,0,0
1504732870682,164,194,0,0
1504732890681,166,202,0,0
1504732910678,172,220,0,0
1504732930679,187,0,0,0
1504732950678,0,0,0,0
1504732970678,0,0,0,0
1504732990676,0,0,0,0
1504733010676,0,0,0,0
1504733030675,0,0,0,0
1504733050676,0,0,0,0
1504733070676,0,0,0,0
1504733090673,0,0,0,0
1504733110673,0,0,0,0
1504733130674,0,0,0,0
1504733150672,0,0,0,0
1504733170671,0,0,0,0
1504733190671,0,0,0,0
1504733210671,0,0,0,0
1504733230670,0,0,0,0
1504733250670,0,0,0,0
1504733270669,0,0,0,0
1504733290668,0,0,0,0
1504733310668,0,0,0,0
1504733330668,0,0,0,0
1504733350665,0,0,0,0
1504733370668,0,0,0,0
1504733390665,0,0,0,0
1504733410666,0,0,0,0
1504733430663,0,0,0,0
1504733450664,0,0,0,0
1504733470662,0,0,0,0
1504733490663,0,0,0,0
1504733510662,0,0,0,0
1504733530660,0,0,0,0
1504733550659,0,0,0,0
1504733570661,0,0,0,0
1504733590658,0,0,0,0
1504733610659,0,0,0,0
1504733630658,0,0,0,0
1504733650656,0,0,0,0
1504733670658,0,0,0,0
1504733690656,0,0,0,0
1504733710655,0,0,0,0
1504733730655,0,0,0,0
1504733750655,0,0,0,0
1504733770653,0,0,0,0
1504733790653,0,0,0,0
1504733810653,0,0,0,0
1504733830651,0,0,0,0
1504733850652,0,0,0,0
1504733870652,0,0,0,0
1504733890650,0,0,0,0
1504733910648,0,0,0,0
1504733930647,0,0,0,0
1504733950648,0,0,0,0
1504733970646,0,0,0,0
1504733990646,0,0,0,0
1504734010646,0,0,0,0
1504734030644,0,0,0,0
1504734050645,0,0,0,0
1504734070644,0,0,0,0
1504734090644,0,0,0,0
1504734110642,0,0,0,0
1504734130643,0,0,0,0
1504734150642,0,0,0,0
1504734170641,0,0,0,0
1504734190639,0,0,0,0
1504734210639,0,0,0,0
1504734230639,0,0,0,0
1504734250639,0,0,0,0
1504734270638,0,0,0,0
1504734290637,0,0,0,0
1504734310636,0,0,0,0
1504734330637,0,0,0,0
1504734350636,0,0,0,0
1504734370633,0,0,0,0
1504734390634,0,0,0,0
1504734410634,0,0,0,0
1504734430634,0,0,0,0
1504734450631,0,0,0,0
1504734470632,0,0,0,0
1504734490631,0,0,0,0
1504734510629,0,0,0,0
1504734530627,0,0,0,0
1504734550628,0,0,0,0
1504734570627,0,0,0,0
1504734590626,0,0,0,0
1504734610628,0,0,0,0
1504734630627,0,0,0,0
1504734650625,0,0,0,0
1504734670624,0,0,0,0
1504734690623,0,0,0,0
1504734710622,0,0,0,0
1504734730621,0,0,0,0
1504734750621,0,0,0,0
1504734770620,0,0,0,0
1504734790621,0,0,0,0
1504734810619,0,0,0,0
1504734830618,0,0,0,0
1504734850619,0,0,0,0
1504734870617,0,0,0,0
1504734890618,0,0,0,0
1504734910615,0,0,0,0
1504734930616,0,0,0,0
1504734950615,0,0,0,0
1504734970615,0,0,0,0
1504734990614,0,0,0,0
1504735010613,0,0,0,0
1504735030611,0,0,0,0
1504735050610,0,0,0,0
1504735070610,0,0,0,0
1504735090611,0,0,0,0
1504735110609,0,0,0,0
1504735130608,0,0,0,0
1504735150606,0,0,0,0
1504735170608,0,0,0,0
1504735190606,0,0,0,0
1504735210604,0,0,0,0
1504735230605,0,0,0,0
1504735250604,0,0,0,0
1504735270604,0,0,0,0
1504735290603,0,0,0,0
1504735310600,0,0,0,0
1504735330602,0,0,0,0
1504735350600,0,0,0,0
1504735370600,0,0,0,0
1504735390598,0,0,0,0
1504735410598,0,0,0,0
1504735430598,0,0,0,0
1504735450596,0,0,0,0
1504735470595,0,0,0,0
1504735490596,0,0,0,0
1504735510596,0,0,0,0
1504735530593,0,0,0,0
1504735550594,0,0,0,0
1504735570591,0,0,0,0
1504735590593,0,0,0,0
1504735610591,0,0,0,0
1504735630591,0,0,0,0
1504735650589,0,0,0,0
1504735670590,0,0,0,0
1504735690588,0,0,0,0
1504735710586,0,0,0,0
1504735730587,0,0,0,0
1504735750586,0,0,0,0
1504735770584,0,0,0,0
1504735790584,0,0,0,0
1504735810584,0,0,0,0
1504735830583,0,0,0,0
1504735850583,0,0,0,0
1504735870583,0,0,0,0
1504735890582,0,0,0,0
1504735910581,0,0,0,0
1504735930579,0,0,0,0
1504735950579,0,0,0,0
1504735970578,0,0,0,0
1504735990576,0,0,0,0
1504736010576,0,0,0,0
1504736030577,0,0,0,0
1504736050574,0,0,0,0
1504736070575,0,0,0,0
1504736090574,0,0,0,0
1504736110573,0,0,0,0
1504736130573,0,0,0,0
1504736150571,0,0,0,0
1504736170569,0,0,0,0
1504736190568,0,0,0,0
